Title,Details,Condition,Dealer Location,Price,Price Indicator,Images
"Volvo XC40 Recharge Plus, Twin Motor, Electric 5dr","2024 (24 reg) | SUV | 7,187 miles | Automatic | Electric | 5 doors | 5 seats",,Volvo Cars West London,"£40,590",,https://m.atcdn.co.uk/a/media/w84h63/660082d23d3044d689214ca8bfd7b801.jpg | https://m.atcdn.co.uk/a/media/w84h63/388aacbb42764f1c984fc1036c7210ac.jpg | https://m.atcdn.co.uk/a/media/w84h63/cf112cd027aa43fe8a1a2a40a84a8ab9.jpg | https://m.atcdn.co.uk/a/media/w84h63/4dc905c668a243f99d9b0f172dec5dae.jpg | https://m.atcdn.co.uk/a/media/w84h63/5ff9867ddca846598aefcf93e2af5196.jpg | https://m.atcdn.co.uk/a/media/w84h63/a4eda931d6314dfdb91cac986662f107.jpg | https://m.atcdn.co.uk/a/media/w84h63/36ddeb5ba46643cbb5ff12085645946a.jpg
"Volvo XC60 Plus, B4 AWD mild hybrid, Diesel, Dark 2.0 5dr","2023 (73 reg) | SUV | 9,320 miles | 2.0L | Automatic | Diesel Hybrid | 5 doors | 5 seats | 1 owner",,Volvo Cars West London,"£39,990",Good price,https://m.atcdn.co.uk/a/media/w84h63/d099377e5a7f45ea90067e6e853183ea.jpg | https://m.atcdn.co.uk/a/media/w84h63/84e81a694ba746e88c14064527d91801.jpg | https://m.atcdn.co.uk/a/media/w84h63/ab489562501144c0ad1472e99bf07c4c.jpg | https://m.atcdn.co.uk/a/media/w84h63/b70abe542e1649799de6c55742234545.jpg | https://m.atcdn.co.uk/a/media/w84h63/eba27caf56ca4b43a2c2b1284a4cef5e.jpg | https://m.atcdn.co.uk/a/media/w84h63/5b655e254e884d67880013773bd37a93.jpg | https://m.atcdn.co.uk/a/media/w84h63/a410a1578a374ecf8322e1b30e2e3209.jpg
"Volvo XC60 Plus, B4 AWD mild hybrid, Diesel, Dark 2.0 5dr","2023 (73 reg) | SUV | 9,139 miles | 2.0L | Automatic | Diesel Hybrid | 5 doors | 5 seats",,Volvo Cars West London,"£39,990",Good price,https://m.atcdn.co.uk/a/media/w84h63/5cd586e80adc4d108915e7afb8f05bef.jpg | https://m.atcdn.co.uk/a/media/w84h63/4a18b5580960450b82adfb8be9e8c799.jpg | https://m.atcdn.co.uk/a/media/w84h63/9c4343251349456995dd0d964984690f.jpg | https://m.atcdn.co.uk/a/media/w84h63/9843a14da26c47398439388bc9914c56.jpg | https://m.atcdn.co.uk/a/media/w84h63/79afa56af4d44c759f4e76982e4d9621.jpg | https://m.atcdn.co.uk/a/media/w84h63/5d52d0129e3348a19b38580fad7d7855.jpg | https://m.atcdn.co.uk/a/media/w84h63/5f87836cd58a4852a9dfdf1f8fb3052d.jpg
"Volvo V60 Recharge Ultimate, T6 AWD plug-in hybrid, Electric/Petrol, Dark 2.0 5dr","2022 (72 reg) | Estate | 13,649 miles | 2.0L | Automatic | Petrol Plug-in Hybrid | 5 doors | 5 seats | 1 owner",,Volvo Cars West London,"£39,590",Good price,https://m.atcdn.co.uk/a/media/w84h63/40cabecd59ef408fb83ef10e4214b176.jpg | https://m.atcdn.co.uk/a/media/w84h63/f3eab9595d014774bcbd5dc61948eabd.jpg | https://m.atcdn.co.uk/a/media/w84h63/4c076fa87f1943c78e886b133f33fe80.jpg | https://m.atcdn.co.uk/a/media/w84h63/46f5b59598ef48ca8f9432b8131e1c2b.jpg | https://m.atcdn.co.uk/a/media/w84h63/2f5daec95cae42199bd9c2cbdb85eb56.jpg | https://m.atcdn.co.uk/a/media/w84h63/6df45173b6f24a53a6b02e0464e2b0d3.jpg | https://m.atcdn.co.uk/a/media/w84h63/58025b40db9e4dee84cad7174ad842e5.jpg
"Volvo XC90 Core, B5 AWD mild hybrid, Petrol, 7 Seats 2.0 5dr","2022 (72 reg) | SUV | 13,789 miles | 2.0L | Automatic | Petrol Hybrid | 5 doors | 7 seats",,Volvo Cars West London,"£38,990",Great price,https://m.atcdn.co.uk/a/media/w84h63/5c9accf24d1d420e991a2e479039628e.jpg | https://m.atcdn.co.uk/a/media/w84h63/388aacbb42764f1c984fc1036c7210ac.jpg | https://m.atcdn.co.uk/a/media/w84h63/97f95dda97464082b313c8c1993c4df5.jpg | https://m.atcdn.co.uk/a/media/w84h63/32302143cd5e4ae5b319fa9aca43bde4.jpg | https://m.atcdn.co.uk/a/media/w84h63/bcd0f92d068d42b5b626ba23737ed1cb.jpg | https://m.atcdn.co.uk/a/media/w84h63/a3cf9c7f3dde4213aa7bd171d1547b28.jpg | https://m.atcdn.co.uk/a/media/w84h63/82c9d78090ff4e1baaa0e9b94091ed8a.jpg
"Volvo XC60 Plus, B4 AWD mild hybrid, Diesel, Dark 2.0 5dr","2023 (23 reg) | SUV | 7,584 miles | 2.0L | Automatic | Diesel Hybrid | 5 doors | 5 seats",,Volvo Cars West London,"£38,990",Good price,https://m.atcdn.co.uk/a/media/w84h63/7cc8bcc6d8674eeb8cc2c3c5579f83fc.jpg | https://m.atcdn.co.uk/a/media/w84h63/388aacbb42764f1c984fc1036c7210ac.jpg | https://m.atcdn.co.uk/a/media/w84h63/f1296c91fa8246c4bb3f9e4ca9270504.jpg | https://m.atcdn.co.uk/a/media/w84h63/f2a00f3bb24f4c2e83e2784a758c6cac.jpg | https://m.atcdn.co.uk/a/media/w84h63/6188ebdb70434733a6dd3671b1d0c2aa.jpg | https://m.atcdn.co.uk/a/media/w84h63/55741d0c35e64612a9dc3b28c979023f.jpg | https://m.atcdn.co.uk/a/media/w84h63/84b23220b2a64b8c85e234152715a5d8.jpg
"Volvo XC40 Recharge Plus, Single Motor, Electric 5dr",2024 (24 reg) | SUV | 100 miles | Automatic | Electric | 5 doors | 5 seats,,Volvo Cars West London,"£37,990",,https://m.atcdn.co.uk/a/media/w84h63/aba538339da044dc9b3d1b4beb4fbfd6.jpg | https://m.atcdn.co.uk/a/media/w84h63/633dfe69458d4f71a9c259bb544c7c24.jpg | https://m.atcdn.co.uk/a/media/w84h63/6acda98c790f4ac984656a82ad4f1864.jpg | https://m.atcdn.co.uk/a/media/w84h63/b1570eb194a24ee8973353b0df17ca3c.jpg | https://m.atcdn.co.uk/a/media/w84h63/3e8cd07ed6524279bbe4d7fbca89ac3d.jpg | https://m.atcdn.co.uk/a/media/w84h63/bb9b4da08ad0408e811a7a82fdcc7735.jpg | https://m.atcdn.co.uk/a/media/w84h63/201e1694d00d4d69a39a88dc68f7c975.jpg
"Volvo XC60 R-Design Pro, B4 AWD mild hybrid 2.0 5dr","2022 (22 reg) | SUV | 15,605 miles | 2.0L | Automatic | Diesel Hybrid | 5 doors | 5 seats",,Volvo Cars West London,"£37,990",Great price,https://m.atcdn.co.uk/a/media/w84h63/1ad0cd26a7504c3a9633307ef372ca35.jpg | https://m.atcdn.co.uk/a/media/w84h63/da05c9dca0064093a94330326f54c042.jpg | https://m.atcdn.co.uk/a/media/w84h63/896293267abe4e95919e866c90bf2437.jpg | https://m.atcdn.co.uk/a/media/w84h63/cbdaea35b28441d8986a11128a26e47c.jpg | https://m.atcdn.co.uk/a/media/w84h63/d65b6dfeda5d4ddfa2a380d1e15dc047.jpg | https://m.atcdn.co.uk/a/media/w84h63/d2f13d4df98449f3a894995746ea69f6.jpg | https://m.atcdn.co.uk/a/media/w84h63/edf7066b1ad6427f9acb82e05ee66ff3.jpg
"Volvo XC90 Momentum, B5 AWD mild hybrid, 7 Seats 2.0 5dr","2021 (71 reg) | SUV | 12,386 miles | 2.0L | Automatic | Diesel Hybrid | 5 doors | 7 seats | 2 owners",,Volvo Cars West London,"£37,590",Great price,https://m.atcdn.co.uk/a/media/w84h63/d307a2fe35d54aa4a276a52d1386394e.jpg | https://m.atcdn.co.uk/a/media/w84h63/6c1912d1a3524d0b9d9091bc617f721a.jpg | https://m.atcdn.co.uk/a/media/w84h63/e3123bca738048a1baac20589d2f64d6.jpg | https://m.atcdn.co.uk/a/media/w84h63/b0a25b5088954e7baf76c5d26f45dddc.jpg | https://m.atcdn.co.uk/a/media/w84h63/176fbb79546d4ef4967435a9c3e697b9.jpg | https://m.atcdn.co.uk/a/media/w84h63/f370023638ad4d96b1604be1b446fdf1.jpg | https://m.atcdn.co.uk/a/media/w84h63/96a85fe967e949a18696d8b70dcee176.jpg
"Volvo XC40 Recharge Ultimate, Single Motor, Electric 5dr","2023 (73 reg) | SUV | 5,536 miles | Automatic | Electric | 5 doors | 5 seats",,Volvo Cars West London,"£36,990",Good price,https://m.atcdn.co.uk/a/media/w84h63/b0c1b54b630a40a5a6a7000ae9b08b68.jpg | https://m.atcdn.co.uk/a/media/w84h63/647696f386fb45408777c13593d69e5e.jpg | https://m.atcdn.co.uk/a/media/w84h63/72451d8c11014243ab8501401af08034.jpg | https://m.atcdn.co.uk/a/media/w84h63/ec666541c92045f384deed42e89021fe.jpg | https://m.atcdn.co.uk/a/media/w84h63/04cc1a60923042cda7437dcb4957b452.jpg | https://m.atcdn.co.uk/a/media/w84h63/96b9b9617ae14024ab784f66607be556.jpg | https://m.atcdn.co.uk/a/media/w84h63/98f9950049574a92a2aa3dfc7259a6fd.jpg
Polestar Polestar 2 Dual Motor 82kWh Long Range Fastback Auto 4WDE 5dr,"2023 (73 reg) | Hatchback | 4,128 miles | Automatic | Electric | 5 doors | 5 seats | 1 owner",,Volvo Cars West London,"£36,990",Great price,https://m.atcdn.co.uk/a/media/w84h63/20f3ed7d26594e21a4ddb161ae1a2586.jpg | https://m.atcdn.co.uk/a/media/w84h63/59504bad1afe4bfab0815b5222b3ff59.jpg | https://m.atcdn.co.uk/a/media/w84h63/a4e84de69652457d8dfca573adf6792f.jpg | https://m.atcdn.co.uk/a/media/w84h63/c3918a206cd34c3cb0f1dbdc3da96edc.jpg | https://m.atcdn.co.uk/a/media/w84h63/7dece305ebee461d93fde58d58b03ad0.jpg | https://m.atcdn.co.uk/a/media/w84h63/af4d7eb50f464c0c8dc3b5e6422c0e80.jpg | https://m.atcdn.co.uk/a/media/w84h63/8ee0ba39a96b4c05a336b7bd04017892.jpg
Polestar PS 2 Polestar 2 Long range Single motor - Base 5dr,2024 (73 reg) | Hatchback | 10 miles | Automatic | Electric | 5 doors | 5 seats,,Volvo Cars West London,"£36,990",,https://m.atcdn.co.uk/a/media/w84h63/f00ca7b933ac4a8698710b094f7425da.jpg | https://m.atcdn.co.uk/a/media/w84h63/dc231d367a6e464d9b38b9d68b961fd6.jpg | https://m.atcdn.co.uk/a/media/w84h63/9da5963343bf463d90aa9a83537fcde2.jpg | https://m.atcdn.co.uk/a/media/w84h63/4ba26bc723d443278d3e1803e5587595.jpg | https://m.atcdn.co.uk/a/media/w84h63/9935b49f2f6749f986095f1e01dfdd07.jpg | https://m.atcdn.co.uk/a/media/w84h63/9a44051f76e24dfeada504120ef27d31.jpg | https://m.atcdn.co.uk/a/media/w84h63/433268cdbd92496f9583b618085d19b0.jpg
"Volvo EX30 Ultra, Twin Motor Performance, Electric 5dr","2024 (73 reg) | SUV | 3,000 miles | Automatic | Electric | 5 doors | 5 seats",,Volvo Cars West London,"£36,590",Good price,https://m.atcdn.co.uk/a/media/w84h63/a97b31d1deab4cdf92778eedd426e2e5.jpg | https://m.atcdn.co.uk/a/media/w84h63/141c7089505a4fdd8906d84c2ae3f136.jpg | https://m.atcdn.co.uk/a/media/w84h63/92d754b0c8d548d78c1b778edfa1d1ba.jpg | https://m.atcdn.co.uk/a/media/w84h63/ae1164616add488b8c917c3600993335.jpg | https://m.atcdn.co.uk/a/media/w84h63/9cc71055061a4babacb44a12d6f3886d.jpg | https://m.atcdn.co.uk/a/media/w84h63/51946b7a734d4c119556e6a0f13af0c0.jpg | https://m.atcdn.co.uk/a/media/w84h63/a0a802557f974b359ca676a9adddf4b6.jpg
Polestar PS 2 Polestar 2 Long Range Dual Motor Performance - Plus 5dr,"2023 (23 reg) | Hatchback | 2,502 miles | Automatic | Electric | 5 doors | 5 seats",,Volvo Cars West London,"£35,990",Good price,
"Volvo XC40 Recharge Plus, Twin Motor, Electric 5dr","2023 (73 reg) | SUV | 3,060 miles | Automatic | Electric | 5 doors | 5 seats",,Volvo Cars West London,"£35,990",Great price,https://m.atcdn.co.uk/a/media/w84h63/f4d8d14f34264c5cb944bcbd26ffc15c.jpg | https://m.atcdn.co.uk/a/media/w84h63/388aacbb42764f1c984fc1036c7210ac.jpg | https://m.atcdn.co.uk/a/media/w84h63/22781b9eb5194c009354d82057cdda78.jpg | https://m.atcdn.co.uk/a/media/w84h63/af9190171ca240b888f6d480a7da046f.jpg | https://m.atcdn.co.uk/a/media/w84h63/08cea43d43984ab4aac85e8cca9683a6.jpg | https://m.atcdn.co.uk/a/media/w84h63/fc2d1f1731c5489f808364ca547ad9cd.jpg | https://m.atcdn.co.uk/a/media/w84h63/b44fced7aa2341ba994aef74fdbce47b.jpg
"Volvo XC90 Momentum, B5 AWD mild hybrid, 7 Seats 2.0 5dr","2022 (71 reg) | SUV | 30,976 miles | 2.0L | Automatic | Diesel Hybrid | 5 doors | 7 seats",,Volvo Cars West London,"£35,590",Good price,https://m.atcdn.co.uk/a/media/w84h63/3e692f86b05d46888e0475ee4c5c0b80.jpg | https://m.atcdn.co.uk/a/media/w84h63/3fd0d44043ec457bbfd03c1b48ccfb61.jpg | https://m.atcdn.co.uk/a/media/w84h63/9d3a4f150e3d44a89392f7c8af903750.jpg | https://m.atcdn.co.uk/a/media/w84h63/05302d743bda4ee2bf1c5c7e1dcfc79e.jpg | https://m.atcdn.co.uk/a/media/w84h63/9d3db20720f44a01b93fc208fbc54f55.jpg | https://m.atcdn.co.uk/a/media/w84h63/431f4f93b2c245d9a176d6e4fb69e764.jpg | https://m.atcdn.co.uk/a/media/w84h63/a379a7cf15e84d46a1c73d2a373d9653.jpg
"Volvo XC40 Plus, B4 Mild hybrid, Petrol, Dark 2.0 5dr","2024 (24 reg) | SUV | 3,000 miles | 2.0L | Automatic | Petrol Hybrid | 5 doors | 5 seats",,Volvo Cars West London,"£35,490",,https://m.atcdn.co.uk/a/media/w84h63/0151843f978e407ba6ff816f22d130b9.jpg | https://m.atcdn.co.uk/a/media/w84h63/dc231d367a6e464d9b38b9d68b961fd6.jpg | https://m.atcdn.co.uk/a/media/w84h63/a76c742c120142b595bdcb395cd43432.jpg | https://m.atcdn.co.uk/a/media/w84h63/7ff411671ecc48b1857be6fa077be3c0.jpg | https://m.atcdn.co.uk/a/media/w84h63/2fd69a79eba542a69b5179568fa5cecb.jpg | https://m.atcdn.co.uk/a/media/w84h63/75b0aa253c464c26a253feaa163fc15d.jpg | https://m.atcdn.co.uk/a/media/w84h63/2c5a18b080bb41b19f7de56daae7bfe7.jpg
Volvo C40 Recharge 69kWh Ultimate Auto 5dr,"2023 (73 reg) | SUV | 3,000 miles | Automatic | Electric | 5 doors | 5 seats | 1 owner",,Volvo Cars West London,"£34,990",Good price,https://m.atcdn.co.uk/a/media/w84h63/5adfe71f4e284a0f8674634c3fec72da.jpg | https://m.atcdn.co.uk/a/media/w84h63/59450d7ad4dc490590f0694bbc4b47e1.jpg | https://m.atcdn.co.uk/a/media/w84h63/2ae864a5e99f443c8a6e54f2bb50c228.jpg | https://m.atcdn.co.uk/a/media/w84h63/45f795ccd13742e0a06500c199b73561.jpg | https://m.atcdn.co.uk/a/media/w84h63/da221c841a664621bb602b96afac57c5.jpg | https://m.atcdn.co.uk/a/media/w84h63/42743e4896af431695f4b71cc403f635.jpg | https://m.atcdn.co.uk/a/media/w84h63/f06fb5a56edb4c45b2405e61d60e1f45.jpg
"Volvo XC40 Plus, B3 Mild hybrid, Petrol, Dark 2.0 5dr","2024 (24 reg) | SUV | 6,270 miles | 2.0L | Automatic | Petrol Hybrid | 5 doors | 5 seats",,Volvo Cars West London,"£34,790",,https://m.atcdn.co.uk/a/media/w84h63/ff7102f474634903b76b7359f70524b4.jpg | https://m.atcdn.co.uk/a/media/w84h63/82b785d2cecf4b4ba4e160e54c154882.jpg | https://m.atcdn.co.uk/a/media/w84h63/33cda1ffb8554beeb66dcdc1109e35ea.jpg | https://m.atcdn.co.uk/a/media/w84h63/6f142852396c482ca03893024184e7ae.jpg | https://m.atcdn.co.uk/a/media/w84h63/6f1646f280f240a3911eca1cb3230b4f.jpg | https://m.atcdn.co.uk/a/media/w84h63/9972c829ac454b28937c09311fd00885.jpg | https://m.atcdn.co.uk/a/media/w84h63/1df1db04427e40a88b7bd220ce8be02c.jpg
Polestar PS 2 Polestar 2 Long range Single motor - Plus 5dr,"2023 (23 reg) | Hatchback | 4,065 miles | Automatic | Electric | 5 doors | 5 seats",,Volvo Cars West London,"£34,590",Good price,
Polestar Polestar 2 E ( 350kw ) Long Range Dual Motor ( Performance P PS2 5dr,"2023 (23 reg) | Hatchback | 3,328 miles | Automatic | Electric | 5 doors | 5 seats",,Volvo Cars West London,"£33,990",Good price,https://m.atcdn.co.uk/a/media/w84h63/e70de6bf016441d6be4eaae1858a9ddf.jpg | https://m.atcdn.co.uk/a/media/w84h63/13a682344e994d968281f0fdbfa6830d.jpg | https://m.atcdn.co.uk/a/media/w84h63/2b9b826369794ec3986f7d4a299e7485.jpg | https://m.atcdn.co.uk/a/media/w84h63/fb4a7526a9f845e0a9f1711b49eb2a0e.jpg | https://m.atcdn.co.uk/a/media/w84h63/d94d0c900a1e45d5a5dd3824ddc417dc.jpg | https://m.atcdn.co.uk/a/media/w84h63/ed958cdb23ec49d0b9290bc2f1fca135.jpg | https://m.atcdn.co.uk/a/media/w84h63/3c442e3531d44ad587312c4112acf655.jpg
"Volvo XC40 Recharge Ultimate, T5 plug-in hybrid, Electric/Petrol, Bright 1.5 5dr","2023 (72 reg) | SUV | 3,071 miles | 1.5L | Automatic | Petrol Plug-in Hybrid | 5 doors | 5 seats",,Volvo Cars West London,"£33,990",Lower price,https://m.atcdn.co.uk/a/media/w84h63/ab5a4666f2b84367a3619b1aa804c2d1.jpg | https://m.atcdn.co.uk/a/media/w84h63/047b5ca9a5a14d8a8c47e741bdbfd06e.jpg | https://m.atcdn.co.uk/a/media/w84h63/247f0cf3e3c6400b8ff401bacb0b2262.jpg | https://m.atcdn.co.uk/a/media/w84h63/a219e222ba6e4aef9df68c9b4c4ecce1.jpg | https://m.atcdn.co.uk/a/media/w84h63/44b7bf9502614acf9e55538f81f8943f.jpg | https://m.atcdn.co.uk/a/media/w84h63/21b0271ac47a4540945accd3d31d0003.jpg | https://m.atcdn.co.uk/a/media/w84h63/d844d135fe864e3e856a9aa55038f9c3.jpg
"Volvo XC40 Plus, B3 Mild hybrid, Petrol, Dark 2.0 5dr","2023 (73 reg) | SUV | 5,449 miles | 2.0L | Automatic | Petrol Hybrid | 5 doors | 5 seats | 1 owner",,Volvo Cars West London,"£33,890",Good price,https://m.atcdn.co.uk/a/media/w84h63/e6ab84f8444745f6a5ae47912afdecab.jpg | https://m.atcdn.co.uk/a/media/w84h63/e952a6554a3f4391afd6d9d00a1baa1c.jpg | https://m.atcdn.co.uk/a/media/w84h63/d9f9e60f5c08420ba7c08722ed19e5b8.jpg | https://m.atcdn.co.uk/a/media/w84h63/7d9c2d4d0c6644fc9b08b12f8dd9ce8f.jpg | https://m.atcdn.co.uk/a/media/w84h63/a731c021ff8f4d68b229ac25fcc15738.jpg | https://m.atcdn.co.uk/a/media/w84h63/4d766b45df664d818e71fe967ae7effc.jpg | https://m.atcdn.co.uk/a/media/w84h63/3ddff8536b704a00ac206c3572d467f9.jpg
"Volvo XC60 Recharge Inscription Expression, T6 AWD plug-in hybrid 2.0 5dr","2021 (71 reg) | SUV | 14,443 miles | 2.0L | Automatic | Petrol Plug-in Hybrid | 5 doors | 5 seats",,Volvo Cars West London,"£33,690",Good price,https://m.atcdn.co.uk/a/media/w84h63/bbf608c00ea24e458225bf5c4d7fbb1d.jpg | https://m.atcdn.co.uk/a/media/w84h63/931720ae8fe84c7da3c1eacc8f9be05b.jpg | https://m.atcdn.co.uk/a/media/w84h63/75b7fa967ac24324a2d266bd1c392a25.jpg | https://m.atcdn.co.uk/a/media/w84h63/4c697f4c2fa7418d8ac4b1f2a4bd8e84.jpg | https://m.atcdn.co.uk/a/media/w84h63/d071d04fe42849358d99a400cf2f9cda.jpg | https://m.atcdn.co.uk/a/media/w84h63/bf9af2b43f5646e781994c8a01ae7467.jpg | https://m.atcdn.co.uk/a/media/w84h63/37555d448f8040fda3a7281ac456dd36.jpg
Volvo XC60 B5 (Diesel) AWD R-Design Automatic 2.0 5dr,"2020 (70 reg) | SUV | 12,904 miles | 2.0L | Automatic | Diesel Hybrid | 5 doors | 5 seats | 1 owner",,Volvo Cars West London,"£33,090",Great price,https://m.atcdn.co.uk/a/media/w84h63/467bc2628ec54ac2b38b05cda2d6e6b5.jpg | https://m.atcdn.co.uk/a/media/w84h63/388aacbb42764f1c984fc1036c7210ac.jpg | https://m.atcdn.co.uk/a/media/w84h63/d9607ee2171e41c5b4dda69f8cedaa30.jpg | https://m.atcdn.co.uk/a/media/w84h63/5211908c6a96452ab3b07b85a63a10d5.jpg | https://m.atcdn.co.uk/a/media/w84h63/ebb6644f030d4f26b49edf1120c5093e.jpg | https://m.atcdn.co.uk/a/media/w84h63/2042541c777e4fbdb83ee6d81ac803b6.jpg | https://m.atcdn.co.uk/a/media/w84h63/8794fee947ec4701893aa74d0d3a16a6.jpg
"Volvo XC40 Recharge Ultimate, Single Motor, Electric 5dr","2022 (72 reg) | SUV | 5,723 miles | Automatic | Electric | 5 doors | 5 seats | 2 owners",,Volvo Cars West London,"£32,690",Good price,https://m.atcdn.co.uk/a/media/w84h63/85ab7996aa91494ead939156a014f0bf.jpg | https://m.atcdn.co.uk/a/media/w84h63/621e78902868484b9a3604b667ba0538.jpg | https://m.atcdn.co.uk/a/media/w84h63/065ef2e6ef874c4f8b6b6d7bc0174e08.jpg | https://m.atcdn.co.uk/a/media/w84h63/cecc99423ca340eabf202c63fbdc3d7a.jpg | https://m.atcdn.co.uk/a/media/w84h63/ce6571ebde6849b0a33a17f45ff31f79.jpg | https://m.atcdn.co.uk/a/media/w84h63/bae2eedf215f4596b126b00a15e69225.jpg | https://m.atcdn.co.uk/a/media/w84h63/c83894c391f441e7acf07013db0aa119.jpg
"Volvo XC40 Plus, B4 mild hybrid, Petrol, Dark 2.0 5dr","2023 (73 reg) | SUV | 8,345 miles | 2.0L | Automatic | Petrol Hybrid | 5 doors | 5 seats",,Volvo Cars West London,"£32,490",Good price,https://m.atcdn.co.uk/a/media/w84h63/56ee5c2a52a147538250c85b41a15de3.jpg | https://m.atcdn.co.uk/a/media/w84h63/d1093fcefa9644f8828749f14bf549fb.jpg | https://m.atcdn.co.uk/a/media/w84h63/d80d4e7ed255467387913780e5e5e605.jpg | https://m.atcdn.co.uk/a/media/w84h63/7bcb0df576224c219223ec5cce9a45a1.jpg | https://m.atcdn.co.uk/a/media/w84h63/87d526f1790348ef9ae9cad084080600.jpg | https://m.atcdn.co.uk/a/media/w84h63/cd5765ff0428484a80c3c04a3f82ba60.jpg | https://m.atcdn.co.uk/a/media/w84h63/ff18dfcfbf7b45abb557a81c334f1519.jpg
Volvo XC60 B5 (Petrol) R-Design Pro Automatic 2.0 5dr,"2020 (20 reg) | SUV | 18,205 miles | 2.0L | Automatic | Petrol Hybrid | 5 doors | 5 seats",,Volvo Cars West London,"£32,290",Good price,
Polestar PS 2 Polestar 2 Long range Dual motor - Base 5dr,"2023 (23 reg) | Hatchback | 7,228 miles | Automatic | Electric | 5 doors | 5 seats",,Volvo Cars West London,"£32,290",Great price,
Polestar Polestar 2 Dual Motor 78kWh Long Range Fastback 5dr Electric Auto 4WDE (408 ps),"2023 (23 reg) | Hatchback | 1,887 miles | Automatic | Electric | 5 doors | 5 seats | 1 owner",,Volvo Cars West London,"£31,990",Good price,https://m.atcdn.co.uk/a/media/w84h63/8a36d51f10544b9c98787945e80e7363.jpg | https://m.atcdn.co.uk/a/media/w84h63/0e364fea7c7b435aa846eafe1f83d9f7.jpg | https://m.atcdn.co.uk/a/media/w84h63/f548c259fccf462da149f51b609f4b54.jpg | https://m.atcdn.co.uk/a/media/w84h63/6c0e498466384e9db205bfe967dbe25a.jpg | https://m.atcdn.co.uk/a/media/w84h63/eb3772eed89446518c6b6745ad7708c1.jpg | https://m.atcdn.co.uk/a/media/w84h63/07974b446f7c4d84bdc23810e5559fe5.jpg | https://m.atcdn.co.uk/a/media/w84h63/1115948519ff431ab92d2a00bd01de76.jpg
"Volvo C40 Recharge Ultimate, Single motor, Electric 5dr","2023 (73 reg) | SUV | 7,655 miles | Automatic | Electric | 5 doors | 5 seats",,Volvo Cars West London,"£31,990",Great price,https://m.atcdn.co.uk/a/media/w84h63/f6553a59787b4e6fb48d593203e99b43.jpg | https://m.atcdn.co.uk/a/media/w84h63/da05c9dca0064093a94330326f54c042.jpg | https://m.atcdn.co.uk/a/media/w84h63/279071d99fa84a619622761d7012cb54.jpg | https://m.atcdn.co.uk/a/media/w84h63/b6891808caa74da7b0f98bcdaf8512ac.jpg | https://m.atcdn.co.uk/a/media/w84h63/3d95abd077c04433bb729a7c54c45118.jpg | https://m.atcdn.co.uk/a/media/w84h63/36caf2145a214070b55ca1316c312c87.jpg | https://m.atcdn.co.uk/a/media/w84h63/1031f8ae444b4af9974547721b082370.jpg
"Volvo XC40 Plus, B4 mild hybrid, Petrol, Dark 2.0 5dr","2023 (73 reg) | SUV | 11,809 miles | 2.0L | Automatic | Petrol Hybrid | 5 doors | 5 seats | 1 owner",,Volvo Cars West London,"£31,790",Good price,https://m.atcdn.co.uk/a/media/w84h63/5f29a1b1a3274e6da56fc37a7b79d0e8.jpg | https://m.atcdn.co.uk/a/media/w84h63/8a13df56c0224b8486b4988e6b9f2d27.jpg | https://m.atcdn.co.uk/a/media/w84h63/578e57039e224a35bf834ff67244248d.jpg | https://m.atcdn.co.uk/a/media/w84h63/a38d5b6ab7ea4c68ab4f2eb7f7138d3d.jpg | https://m.atcdn.co.uk/a/media/w84h63/a8fb27ffcfc44ce5b5e28fbd91a307be.jpg | https://m.atcdn.co.uk/a/media/w84h63/881ab943f9a94531a8686aaf18ebf4a9.jpg | https://m.atcdn.co.uk/a/media/w84h63/3fd8c219bcab4a69a2f0531eede7fb06.jpg
"Volvo XC40 Plus, B3 mild hybrid, Petrol, Dark 2.0 5dr","2023 (73 reg) | SUV | 12,792 miles | 2.0L | Automatic | Petrol Hybrid | 5 doors | 5 seats",,Volvo Cars West London,"£31,690",Good price,https://m.atcdn.co.uk/a/media/w84h63/f6205905fa824010ab1885bb5a5af2e3.jpg | https://m.atcdn.co.uk/a/media/w84h63/d515770d4d9647168bcd92720b0c2b3c.jpg | https://m.atcdn.co.uk/a/media/w84h63/0e99c9a8024248f582650ec57f6e2541.jpg | https://m.atcdn.co.uk/a/media/w84h63/36d771764a3c4b30ab1c7de1edc47ac6.jpg | https://m.atcdn.co.uk/a/media/w84h63/ff5c3589a70d4023b737db7e955be6c5.jpg | https://m.atcdn.co.uk/a/media/w84h63/3a9600b2a6c54dcd954ee3ed6a3d3c2a.jpg | https://m.atcdn.co.uk/a/media/w84h63/dd099677cd054784b13890e5f8254cd9.jpg
